theta_obs_over_theta_c,time_s,frequency_hz,reference,candidate,relative
1.5,2371.373705661655,1e+17,3.561647008475319e-26,4.8670561029164165e-26,0.3665183807757302
1.5,3162.2776601683795,1e+17,3.1818114493136643e-26,3.857534030498609e-26,0.21237040344760283
1.5,4216.965034285822,1e+17,2.7321800421343224e-26,2.80112535080774e-26,0.02523454077336673
1.5,5623.413251903491,1e+17,2.274442922861728e-26,2.172092704362278e-26,-0.04500012617185045
1.5,7498.942093324558,1e+17,1.8645817370162143e-26,1.694933833678479e-26,-0.09098442828750075
1.5,10000.0,1e+17,1.490768126318376e-26,1.339944758188479e-26,-0.10117158092343492
1.5,13335.21432163324,1e+17,1.168136979808741e-26,1.1672616819090653e-26,-0.0007493110095863065
1.5,17782.794100389227,1e+17,9.057034463828422e-27,9.721177746203641e-27,0.07332900024038169
1.5,23713.737056616552,1e+17,6.872282628582121e-27,7.340138645615965e-27,0.06807869267308808
1.5,31622.776601683792,1e+17,5.114555806953928e-27,5.3027490875407436e-27,0.03679562560074956
1.5,42169.65034285822,1e+17,3.756666942767919e-27,3.7463868689260765e-27,-0.0027364879555353827
1.5,56234.13251903491,1e+17,2.686471263912897e-27,2.5754081728096263e-27,-0.041341626316711455
1.5,74989.42093324558,1e+17,1.877823058057945e-27,1.7984560272758115e-27,-0.042265446918207106
1.5,100000.0,1e+17,1.27356553347631e-27,1.238062439935981e-27,-0.02787692710513312
1.5,133352.1432163324,1e+17,8.275340677743597e-28,8.143649963964107e-28,-0.015913630496647735
1.5,177827.94100389228,1e+17,5.139750117386034e-28,5.1224180479586056e-28,-0.003372161881722513
1.5,237137.37056616554,1e+17,3.0451811279967146e-28,3.0368657204764996e-28,-0.0027306774771999054
1.5,316227.7660168379,1e+17,1.7038695764964557e-28,1.699310130099319e-28,-0.0026759362688498767
1.5,421696.5034285822,1e+17,9.21644797391122e-29,9.208937152807043e-29,-0.0008149366356147159
1.5,562341.3251903491,1e+17,4.935516403178754e-29,4.911182134550791e-29,-0.004930440229575672
1.5,749894.2093324559,1e+17,2.586654904536843e-29,2.5785316400583476e-29,-0.003140451578696357
1.5,1000000.0,1e+17,1.4201376069038283e-29,1.413537178655405e-29,-0.004647738512335908
2.0,1000.0,10000000000.0,6.352796065234933e-28,1.6611620444466732e-28,-0.738514816564438
2.0,1333.521432163324,10000000000.0,1.2182354256883548e-27,3.903835394077279e-28,-0.6795500022607333
2.0,1778.2794100389228,10000000000.0,2.0641214995981865e-27,9.903778659408812e-28,-0.5201940069256226
2.0,2371.373705661655,10000000000.0,3.24967283988562e-27,2.1300241047174352e-27,-0.34454198632733546
2.0,3162.2776601683795,10000000000.0,4.9400488050196784e-27,3.9935698601694775e-27,-0.19159303525270144
2.0,4216.965034285822,10000000000.0,7.002901664007284e-27,6.857830332069737e-27,-0.02071588876981778
2.0,5623.413251903491,10000000000.0,9.230973601456342e-27,1.0291882528320015e-26,0.1149292558583741
2.0,7498.942093324558,10000000000.0,1.1780966377599373e-26,1.3319155524358724e-26,0.130565617238676
