theta_obs_over_theta_c,time_s,frequency_hz,reference,candidate,relative
0.5,562341.3251903491,1e+17,3.4966385839027704e-29,3.499905629311794e-29,0.0009343388888012338
0.5,749894.2093324559,1e+17,1.857439817273489e-29,1.859090663207884e-29,0.0008887749250570121
0.5,1000000.0,1e+17,1.1493815724475742e-29,1.1504561666802836e-29,0.0009349325397840502
1.0,1000.0,10000000000.0,2.3828771757499574e-26,2.5171790557571524e-26,0.05636122640896346
1.0,1333.521432163324,10000000000.0,2.744025036872677e-26,2.799329461707719e-26,0.020154489879608217
1.0,1778.2794100389228,10000000000.0,3.214646664683798e-26,3.108694549975941e-26,-0.03295917895793965
1.0,2371.373705661655,10000000000.0,3.72638471474597e-26,3.779681286000944e-26,0.014302487621331572
1.0,3162.2776601683795,10000000000.0,4.360305095751829e-26,4.3707306617215645e-26,0.0023910175413857093
1.0,4216.965034285822,10000000000.0,4.9814819384865087e-26,4.972302834266257e-26,-0.0018426452878077537
1.0,5623.413251903491,10000000000.0,5.59395234428156e-26,5.630773292693105e-26,0.006582277814573434
1.0,7498.942093324558,10000000000.0,6.186411714675187e-26,6.210672760584265e-26,0.003921666877024332
1.0,10000.0,10000000000.0,6.634080581274542e-26,6.645143025947144e-26,0.0016675173804532317
1.0,13335.21432163324,10000000000.0,7.110917048858748e-26,7.192204057174026e-26,0.011431297504493454
1.0,17782.794100389227,10000000000.0,8.071974246188866e-26,8.131410819992219e-26,0.007363325500129747
1.0,23713.737056616552,10000000000.0,9.45725610291768e-26,9.47545724906859e-26,0.0019245694472940222
1.0,31622.776601683792,10000000000.0,1.109767887310822e-25,1.110570492554816e-25,0.0007232190200949784
1.0,42169.65034285822,10000000000.0,1.2746320391414777e-25,1.2792893658011373e-25,0.003653859715307739
1.0,56234.13251903491,10000000000.0,1.401163822683071e-25,1.3975822166164326e-25,-0.002556165102650221
1.0,74989.42093324558,10000000000.0,1.5105508735732347e-25,1.5111196494938858e-25,0.0003765354286318079
1.0,100000.0,10000000000.0,1.6244292030609337e-25,1.630743283285719e-25,0.003886953160462614
1.0,133352.1432163324,10000000000.0,1.7029743326216774e-25,1.7133964433052772e-25,0.006119945840613594
1.0,177827.94100389228,10000000000.0,1.7646068965074708e-25,1.7788162854650103e-25,0.008052438753165303
1.0,237137.37056616554,10000000000.0,1.8061940848505718e-25,1.8210840965925104e-25,0.00824386031757518
1.0,316227.7660168379,10000000000.0,1.8326310787650855e-25,1.8491510315473222e-25,0.009014336258756694
1.0,421696.5034285822,10000000000.0,1.7489556016949063e-25,1.7609864412359219e-25,0.006878870755413491
1.0,562341.3251903491,10000000000.0,1.5340119884979962e-25,1.5405480101814435e-25,0.004260737029732731
