cell_index,radius_cm,rho_g_cm3,proton_equivalent_n_cm3,velocity_cm_s,temperature_k,wind1_tracer
827,2.739477539062e+17,1.484895906317e-21,8.877654210347e+02,4.505188783627e+07,5.344428936453e+03,1.000000000000e+00
828,2.742788085938e+17,1.481313623410e-21,8.856237039762e+02,4.505189799516e+07,5.343292468364e+03,1.000000000000e+00
829,2.746098632812e+17,1.477744843957e-21,8.834900601430e+02,4.505190874505e+07,5.342299625599e+03,1.000000000000e+00
830,2.749409179688e+17,1.474188254937e-21,8.813637045273e+02,4.505192003512e+07,5.341446429589e+03,1.000000000000e+00
831,2.752719726562e+17,1.470643028575e-21,8.792441422329e+02,4.505193181798e+07,5.340730942211e+03,1.000000000000e+00
832,2.756030273438e+17,1.467109448081e-21,8.771315425807e+02,4.505194406559e+07,5.340147078532e+03,1.000000000000e+00
833,2.759340820312e+17,1.463588648712e-21,8.750265843000e+02,4.505195678997e+07,5.339688658754e+03,1.000000000000e+00
834,2.762651367188e+17,1.460081601785e-21,8.729298481058e+02,4.505197005937e+07,5.339346263539e+03,1.000000000000e+00
835,2.765961914062e+17,1.456588528564e-21,8.708414662835e+02,4.505198399961e+07,5.339109574664e+03,1.000000000000e+00
836,2.769272460938e+17,1.453108644365e-21,8.687609696989e+02,4.505199878174e+07,5.338969855951e+03,1.000000000000e+00
837,2.772583007812e+17,1.449640568618e-21,8.666875329604e+02,4.505201459594e+07,5.338915931098e+03,1.000000000000e+00
838,2.775893554688e+17,1.446183262837e-21,8.646205351936e+02,4.505203161909e+07,5.338935794935e+03,1.000000000000e+00
839,2.779204101562e+17,1.442736387499e-21,8.625597734101e+02,4.505204998471e+07,5.339013915609e+03,1.000000000000e+00
840,2.782514648438e+17,1.439300648113e-21,8.605056694093e+02,4.505206976118e+07,5.339132303647e+03,1.000000000000e+00
841,2.785825195312e+17,1.435877353053e-21,8.584590054188e+02,4.505209094254e+07,5.339271780426e+03,1.000000000000e+00
842,2.789135742188e+17,1.432467914576e-21,8.564206257776e+02,4.505211345299e+07,5.339414810799e+03,1.000000000000e+00
843,2.792446289062e+17,1.429073010014e-21,8.543909354368e+02,4.505213716050e+07,5.339546363866e+03,1.000000000000e+00
844,2.795756835938e+17,1.425692312580e-21,8.523697390232e+02,4.505216189557e+07,5.339657023964e+03,1.000000000000e+00
845,2.799067382812e+17,1.422324201205e-21,8.503560673578e+02,4.505218747123e+07,5.339742732177e+03,1.000000000000e+00
846,2.802377929688e+17,1.418966956607e-21,8.483488925436e+02,4.505221370091e+07,5.339801265610e+03,1.000000000000e+00
847,2.805688476562e+17,1.415619393593e-21,8.463475059985e+02,4.505224041493e+07,5.339830546280e+03,1.000000000000e+00
848,2.808999023438e+17,1.412281619796e-21,8.443519720704e+02,4.505226747612e+07,5.339825536245e+03,1.000000000000e+00
849,2.812309570312e+17,1.408954949103e-21,8.423630762858e+02,4.505229479582e+07,5.339778720685e+03,1.000000000000e+00
850,2.815620117188e+17,1.405640963866e-21,8.403817646756e+02,4.505232234936e+07,5.339682457087e+03,1.000000000000e+00
851,2.818930664062e+17,1.402340721027e-21,8.384086691471e+02,4.505235017890e+07,5.339529285995e+03,1.000000000000e+00
852,2.822241210938e+17,1.399053822602e-21,8.364435517596e+02,4.505237838298e+07,5.339315643634e+03,1.000000000000e+00
853,2.825551757812e+17,1.395778769769e-21,8.344855164221e+02,4.505240709501e+07,5.339040087590e+03,1.000000000000e+00
854,2.828862304688e+17,1.392513734666e-21,8.325334703216e+02,4.505243645596e+07,5.338701187179e+03,1.000000000000e+00
855,2.832172851562e+17,1.389257692643e-21,8.305868008584e+02,4.505246658692e+07,5.338293324117e+03,1.000000000000e+00
856,2.835483398438e+17,1.386011132625e-21,8.286458003413e+02,4.505249756835e+07,5.337804856227e+03,1.000000000000e+00
857,2.838793945312e+17,1.382775595640e-21,8.267113900968e+02,4.505252942879e+07,5.337220241326e+03,1.000000000000e+00
858,2.842104492188e+17,1.379553020124e-21,8.247847290442e+02,4.505256214688e+07,5.336522757253e+03,1.000000000000e+00
859,2.845415039062e+17,1.376344365700e-21,8.228663909079e+02,4.505259566560e+07,5.335700828553e+03,1.000000000000e+00
860,2.848725585938e+17,1.373149307640e-21,8.209561815443e+02,4.505262991733e+07,5.334749277210e+03,1.000000000000e+00
861,2.852036132812e+17,1.369966316404e-21,8.190531864974e+02,4.505266480708e+07,5.333669460409e+03,1.000000000000e+00
862,2.855346679688e+17,1.366793418652e-21,8.171562259790e+02,4.505269926380e+07,5.332466401935e+03,1.000000000000e+00
863,2.858657226562e+17,1.363629267158e-21,8.152644945307e+02,4.505273260061e+07,5.331144096203e+03,1.000000000000e+00
864,2.861967773438e+17,1.360473885066e-21,8.133780059898e+02,4.505276500049e+07,5.329703291409e+03,1.000000000000e+00
865,2.865278320312e+17,1.357328201129e-21,8.114973156246e+02,4.505279670098e+07,5.328142936119e+03,1.000000000000e+00
866,2.868588867188e+17,1.354193938070e-21,8.096234533877e+02,4.505282796437e+07,5.326460595465e+03,1.000000000000e+00
867,2.871899414062e+17,1.351072427187e-21,8.077572152150e+02,4.505285902935e+07,5.324656388113e+03,1.000000000000e+00
868,2.875209960938e+17,1.347963794345e-21,8.058986763553e+02,4.505289005787e+07,5.322735459829e+03,1.000000000000e+00
869,2.878520507812e+17,1.344867154271e-21,8.040473075377e+02,4.505292112883e+07,5.320706113334e+03,1.000000000000e+00
870,2.881831054688e+17,1.341780825995e-21,8.022021037692e+02,4.505295238108e+07,5.318577665814e+03,1.000000000000e+00
871,2.885141601562e+17,1.338703322713e-21,8.003621761453e+02,4.505298403249e+07,5.316356080095e+03,1.000000000000e+00
872,2.888452148438e+17,1.335634163024e-21,7.985272368532e+02,4.505301632881e+07,5.314040300026e+03,1.000000000000e+00
873,2.891762695312e+17,1.332574349022e-21,7.966978850079e+02,4.505304946741e+07,5.311621092940e+03,1.000000000000e+00
874,2.895073242188e+17,1.329525839785e-21,7.948752918721e+02,4.505308340326e+07,5.309084204477e+03,1.000000000000e+00
875,2.898383789062e+17,1.326490109731e-21,7.930603389464e+02,4.505311639487e+07,5.306417682012e+03,1.000000000000e+00
876,2.901694335938e+17,1.323467227420e-21,7.912530672204e+02,4.505314761331e+07,5.303617256806e+03,1.000000000000e+00
877,2.905004882812e+17,1.320456075608e-21,7.894528087346e+02,4.505317735130e+07,5.300687978131e+03,1.000000000000e+00
878,2.908315429688e+17,1.317454791064e-21,7.876584495300e+02,4.505320605348e+07,5.297643484074e+03,1.000000000000e+00
879,2.911625976562e+17,1.314461741109e-21,7.858690134883e+02,4.505323415049e+07,5.294502740047e+03,1.000000000000e+00
880,2.914936523438e+17,1.311476408858e-21,7.840841915816e+02,4.505326193738e+07,5.291285631357e+03,1.000000000000e+00
881,2.918247070312e+17,1.308499682608e-21,7.823045148910e+02,4.505328934099e+07,5.288009104784e+03,1.000000000000e+00
882,2.921557617188e+17,1.305532838534e-21,7.805307463950e+02,4.505331604393e+07,5.284692784903e+03,1.000000000000e+00
883,2.924868164062e+17,1.302577084094e-21,7.787636079890e+02,4.505334201277e+07,5.281332188684e+03,1.000000000000e+00
884,2.928178710938e+17,1.299633249559e-21,7.770035960620e+02,4.505336746315e+07,5.277911961506e+03,1.000000000000e+00
885,2.931489257812e+17,1.296701279520e-21,7.752506774869e+02,4.505339263489e+07,5.274432692618e+03,1.000000000000e+00
886,2.934799804688e+17,1.293780072166e-21,7.735041935312e+02,4.505341776365e+07,5.270903810422e+03,1.000000000000e+00
887,2.938110351562e+17,1.290868094425e-21,7.717632276262e+02,4.505344287190e+07,5.267327921573e+03,1.000000000000e+00
888,2.941420898438e+17,1.287963793694e-21,7.700268515269e+02,4.505346763232e+07,5.263705932191e+03,1.000000000000e+00
889,2.944731445312e+17,1.285066538634e-21,7.682946877789e+02,4.505349167463e+07,5.260052511586e+03,1.000000000000e+00
890,2.948041992188e+17,1.282177409665e-21,7.665673823268e+02,4.505351484434e+07,5.256375503154e+03,1.000000000000e+00
891,2.951352539062e+17,1.279298364282e-21,7.648461054844e+02,4.505353714981e+07,5.252671307000e+03,1.000000000000e+00
892,2.954663085938e+17,1.276431517628e-21,7.631321218197e+02,4.505355876049e+07,5.248941619161e+03,1.000000000000e+00
893,2.957973632812e+17,1.273577383336e-21,7.614257384160e+02,4.505357998185e+07,5.245192418127e+03,1.000000000000e+00
894,2.961284179688e+17,1.270734955326e-21,7.597263537730e+02,4.505360109872e+07,5.241429663484e+03,1.000000000000e+00
895,2.964594726562e+17,1.267901978533e-21,7.580326196705e+02,4.505362224059e+07,5.237654627879e+03,1.000000000000e+00
896,2.967905273438e+17,1.265076442403e-21,7.563433340703e+02,4.505364352373e+07,5.233868729817e+03,1.000000000000e+00
897,2.971215820312e+17,1.262257602482e-21,7.546580518907e+02,4.505366457408e+07,5.230079345882e+03,1.000000000000e+00
898,2.974526367188e+17,1.259445949780e-21,7.529770666889e+02,4.505368491385e+07,5.226295757095e+03,1.000000000000e+00
899,2.977836914062e+17,1.256643067398e-21,7.513013249438e+02,4.505370445284e+07,5.222519424440e+03,1.000000000000e+00
900,2.981147460938e+17,1.253850576512e-21,7.496317958970e+02,4.505372326568e+07,5.218752269193e+03,1.000000000000e+00
901,2.984458007812e+17,1.251069583124e-21,7.479691407873e+02,4.505374157396e+07,5.214999216290e+03,1.000000000000e+00
902,2.987768554688e+17,1.248300432550e-21,7.463135660665e+02,4.505375966352e+07,5.211268277254e+03,1.000000000000e+00
903,2.991079101562e+17,1.245542375007e-21,7.446646234669e+02,4.505377772791e+07,5.207559278581e+03,1.000000000000e+00
904,2.994389648438e+17,1.242793708928e-21,7.430212956829e+02,4.505379583957e+07,5.203868951599e+03,1.000000000000e+00
905,2.997700195312e+17,1.240052232423e-21,7.413822662849e+02,4.505381412652e+07,5.200197879492e+03,1.000000000000e+00
906,3.001010742188e+17,1.237316694899e-21,7.397467875882e+02,4.505383240108e+07,5.196554671637e+03,1.000000000000e+00
907,3.004321289062e+17,1.234587428558e-21,7.381150582040e+02,4.505384997170e+07,5.192948398097e+03,1.000000000000e+00
908,3.007631835938e+17,1.231866483765e-21,7.364883039721e+02,4.505386679308e+07,5.189382888083e+03,1.000000000000e+00
909,3.010942382812e+17,1.229156359556e-21,7.348680189749e+02,4.505388304373e+07,5.185856129503e+03,1.000000000000e+00
910,3.014252929688e+17,1.226458339807e-21,7.332549707952e+02,4.505389899684e+07,5.182372135481e+03,1.000000000000e+00
911,3.017563476562e+17,1.223771826575e-21,7.316488019452e+02,4.505391488010e+07,5.178935501342e+03,1.000000000000e+00
912,3.020874023438e+17,1.221094925282e-21,7.300483797248e+02,4.505393078462e+07,5.175547937650e+03,1.000000000000e+00
913,3.024184570312e+17,1.218425591951e-21,7.284524821144e+02,4.505394678245e+07,5.172202749639e+03,1.000000000000e+00
914,3.027495117188e+17,1.215762585206e-21,7.268603669405e+02,4.505396298090e+07,5.168897123988e+03,1.000000000000e+00
915,3.030805664062e+17,1.213105671940e-21,7.252718948369e+02,4.505397930784e+07,5.165635550332e+03,1.000000000000e+00
916,3.034116210938e+17,1.210455400821e-21,7.236873938317e+02,4.505399503417e+07,5.162424536890e+03,1.000000000000e+00
917,3.037426757812e+17,1.207813144485e-21,7.221076845750e+02,4.505401011792e+07,5.159271567568e+03,1.000000000000e+00
918,3.040737304688e+17,1.205180839903e-21,7.205339251110e+02,4.505402478480e+07,5.156179364871e+03,1.000000000000e+00
919,3.044047851562e+17,1.202560308762e-21,7.189672045607e+02,4.505403928030e+07,5.153143123240e+03,1.000000000000e+00
920,3.047358398438e+17,1.199952081286e-21,7.174078399255e+02,4.505405375571e+07,5.150161573055e+03,1.000000000000e+00
921,3.050668945312e+17,1.197354429196e-21,7.158547979300e+02,4.505406826658e+07,5.147234549431e+03,1.000000000000e+00
922,3.053979492188e+17,1.194764252981e-21,7.143062254887e+02,4.505408288119e+07,5.144364250916e+03,1.000000000000e+00
923,3.057290039062e+17,1.192179382839e-21,7.127608253569e+02,4.505409766294e+07,5.141549480993e+03,1.000000000000e+00
924,3.060600585938e+17,1.189599018767e-21,7.112181192403e+02,4.505411264775e+07,5.138790602269e+03,1.000000000000e+00
925,3.063911132812e+17,1.187024392164e-21,7.096788433486e+02,4.505412782996e+07,5.136088884399e+03,1.000000000000e+00
926,3.067221679688e+17,1.184457961227e-21,7.081444673486e+02,4.505414284390e+07,5.133445761740e+03,1.000000000000e+00
927,3.070532226562e+17,1.181901908096e-21,7.066162958625e+02,4.505415755686e+07,5.130858030844e+03,1.000000000000e+00
928,3.073842773438e+17,1.179356683590e-21,7.050945984187e+02,4.505417213835e+07,5.128328302764e+03,1.000000000000e+00
929,3.077153320312e+17,1.176822243516e-21,7.035793485954e+02,4.505418670330e+07,5.125856162606e+03,1.000000000000e+00
930,3.080463867188e+17,1.174297942048e-21,7.020701602771e+02,4.505420129627e+07,5.123440740729e+03,1.000000000000e+00
931,3.083774414062e+17,1.171781987309e-21,7.005659621657e+02,4.505421597744e+07,5.121080115680e+03,1.000000000000e+00
932,3.087084960938e+17,1.169272446189e-21,6.990655985239e+02,4.505423081616e+07,5.118774514694e+03,1.000000000000e+00
933,3.090395507812e+17,1.166767510171e-21,6.975679881061e+02,4.505424587733e+07,5.116523427540e+03,1.000000000000e+00
934,3.093706054688e+17,1.164266962693e-21,6.960730014376e+02,4.505426112120e+07,5.114327073583e+03,1.000000000000e+00
935,3.097016601562e+17,1.161773042039e-21,6.945819767066e+02,4.505427595792e+07,5.112184401505e+03,1.000000000000e+00
936,3.100327148438e+17,1.159288985908e-21,6.930968496158e+02,4.505429037982e+07,5.110099326231e+03,1.000000000000e+00
937,3.103637695312e+17,1.156816683937e-21,6.916187499112e+02,4.505430464353e+07,5.108077429114e+03,1.000000000000e+00
938,3.106948242188e+17,1.154355538165e-21,6.901473200941e+02,4.505431890695e+07,5.106122043136e+03,1.000000000000e+00
939,3.110258789062e+17,1.151903719203e-21,6.886814664377e+02,4.505433324237e+07,5.104226754476e+03,1.000000000000e+00
940,3.113569335938e+17,1.149459327945e-21,6.872200535369e+02,4.505434774848e+07,5.102385334218e+03,1.000000000000e+00
941,3.116879882812e+17,1.147020678756e-21,6.857620736102e+02,4.505436250739e+07,5.100593697721e+03,1.000000000000e+00
942,3.120190429688e+17,1.144586948213e-21,6.843070343644e+02,4.505437755885e+07,5.098850886385e+03,1.000000000000e+00
943,3.123500976562e+17,1.142158249636e-21,6.828550035479e+02,4.505439289200e+07,5.097157125172e+03,1.000000000000e+00
944,3.126811523438e+17,1.139735034067e-21,6.814062508236e+02,4.505440844899e+07,5.095513950668e+03,1.000000000000e+00
945,3.130122070312e+17,1.137319246021e-21,6.799619387460e+02,4.505442398432e+07,5.093922368764e+03,1.000000000000e+00
946,3.133432617188e+17,1.134913588261e-21,6.785236831984e+02,4.505443934886e+07,5.092384166296e+03,1.000000000000e+00
947,3.136743164062e+17,1.132519974093e-21,6.770926280783e+02,4.505445469993e+07,5.090896625379e+03,1.000000000000e+00
948,3.140053710938e+17,1.130137780481e-21,6.756684008945e+02,4.505447011322e+07,5.089454891261e+03,1.000000000000e+00
949,3.143364257812e+17,1.127764311021e-21,6.742493895649e+02,4.505448570414e+07,5.088053162672e+03,1.000000000000e+00
950,3.146674804688e+17,1.125396212127e-21,6.728335891023e+02,4.505450158542e+07,5.086686647300e+03,1.000000000000e+00
951,3.149985351562e+17,1.123031732828e-21,6.714199526634e+02,4.505451782589e+07,5.085352731542e+03,1.000000000000e+00
952,3.153295898438e+17,1.120671582233e-21,6.700089042002e+02,4.505453444190e+07,5.084049035090e+03,1.000000000000e+00
953,3.156606445312e+17,1.118317176576e-21,6.686012904270e+02,4.505455138420e+07,5.082775675162e+03,1.000000000000e+00
954,3.159916992188e+17,1.115969685322e-21,6.671978105252e+02,4.505456806906e+07,5.081538136642e+03,1.000000000000e+00
955,3.163227539062e+17,1.113630339301e-21,6.657992003623e+02,4.505458430325e+07,5.080340553724e+03,1.000000000000e+00
956,3.166538085938e+17,1.111300834110e-21,6.644064736750e+02,4.505460034960e+07,5.079183995156e+03,1.000000000000e+00
957,3.169848632812e+17,1.108982813629e-21,6.630206132790e+02,4.505461637938e+07,5.078063418902e+03,1.000000000000e+00
958,3.173159179688e+17,1.106675962762e-21,6.616414307906e+02,4.505463246712e+07,5.076973809789e+03,1.000000000000e+00
959,3.176469726562e+17,1.104377201466e-21,6.602670847634e+02,4.505464872367e+07,5.075913407288e+03,1.000000000000e+00
960,3.179780273438e+17,1.102082641566e-21,6.588952505985e+02,4.505466525837e+07,5.074882625703e+03,1.000000000000e+00
961,3.183090820312e+17,1.099790289766e-21,6.575247365761e+02,4.505468213164e+07,5.073878892288e+03,1.000000000000e+00
962,3.186401367188e+17,1.097501015953e-21,6.561560627709e+02,4.505469933242e+07,5.072897815246e+03,1.000000000000e+00
963,3.189711914062e+17,1.095217622400e-21,6.547909045603e+02,4.505471678545e+07,5.071936656746e+03,1.000000000000e+00
964,3.193022460938e+17,1.092942313112e-21,6.534305796381e+02,4.505473434101e+07,5.070998622351e+03,1.000000000000e+00
965,3.196333007812e+17,1.090675959476e-21,6.520756089757e+02,4.505475177618e+07,5.070089871222e+03,1.000000000000e+00
966,3.199643554688e+17,1.088419207894e-21,6.507263790332e+02,4.505476918678e+07,5.069210701920e+03,1.000000000000e+00
967,3.202954101562e+17,1.086172788573e-21,6.493833263749e+02,4.505478664797e+07,5.068352276179e+03,1.000000000000e+00
968,3.206264648438e+17,1.083936575036e-21,6.480463753846e+02,4.505480426961e+07,5.067502035710e+03,1.000000000000e+00
969,3.209575195312e+17,1.081708418898e-21,6.467142416212e+02,4.505482217900e+07,5.066654189778e+03,1.000000000000e+00
970,3.212885742188e+17,1.079484342646e-21,6.453845470736e+02,4.505484047696e+07,5.065812433120e+03,1.000000000000e+00
971,3.216196289062e+17,1.077261737111e-21,6.440557318146e+02,4.505485920643e+07,5.064980794005e+03,1.000000000000e+00
972,3.219506835938e+17,1.075041256169e-21,6.427281867724e+02,4.505487834377e+07,5.064157525598e+03,1.000000000000e+00
973,3.222817382812e+17,1.072826060275e-21,6.414038014689e+02,4.505489780328e+07,5.063335766913e+03,1.000000000000e+00
974,3.226127929688e+17,1.070619365113e-21,6.400844984451e+02,4.505491715165e+07,5.062511794202e+03,1.000000000000e+00
975,3.229438476562e+17,1.068422570477e-21,6.387711145864e+02,4.505493620393e+07,5.061688474884e+03,1.000000000000e+00
976,3.232749023438e+17,1.066235557811e-21,6.374635790131e+02,4.505495518918e+07,5.060870671575e+03,1.000000000000e+00
977,3.236059570312e+17,1.064057692389e-21,6.361615122452e+02,4.505497420277e+07,5.060057027603e+03,1.000000000000e+00
978,3.239370117188e+17,1.061888962356e-21,6.348649071950e+02,4.505499334035e+07,5.059235796255e+03,1.000000000000e+00
979,3.242680664062e+17,1.059728630160e-21,6.335733229073e+02,4.505501272796e+07,5.058394166854e+03,1.000000000000e+00
980,3.245991210938e+17,1.057573292343e-21,6.322847245775e+02,4.505503247620e+07,5.057533179366e+03,1.000000000000e+00
981,3.249301757812e+17,1.055419090226e-21,6.309968052421e+02,4.505505265262e+07,5.056663763495e+03,1.000000000000e+00
982,3.252612304688e+17,1.053265428234e-21,6.297092088274e+02,4.505507328437e+07,5.055790702079e+03,1.000000000000e+00
983,3.255922851562e+17,1.051116278883e-21,6.284243103570e+02,4.505509405098e+07,5.054904615517e+03,1.000000000000e+00
984,3.259233398438e+17,1.048975406691e-21,6.271443605002e+02,4.505511410479e+07,5.053999427810e+03,1.000000000000e+00
985,3.262543945312e+17,1.046844472188e-21,6.258703520273e+02,4.505513363775e+07,5.053077851547e+03,1.000000000000e+00
986,3.265854492188e+17,1.044723338894e-21,6.246022033416e+02,4.505515294653e+07,5.052146448580e+03,1.000000000000e+00
987,3.269165039062e+17,1.042610840217e-21,6.233392169802e+02,4.505517222453e+07,5.051210970959e+03,1.000000000000e+00
988,3.272475585938e+17,1.040507064632e-21,6.220814458396e+02,4.505519154416e+07,5.050264396914e+03,1.000000000000e+00
989,3.275786132812e+17,1.038411585755e-21,6.208286349997e+02,4.505521099954e+07,5.049297108336e+03,1.000000000000e+00
990,3.279096679688e+17,1.036321522389e-21,6.195790618978e+02,4.505523069668e+07,5.048310412959e+03,1.000000000000e+00
991,3.282407226562e+17,1.034233056387e-21,6.183304438014e+02,4.505525071626e+07,5.047313783763e+03,1.000000000000e+00
992,3.285717773438e+17,1.032144889180e-21,6.170820043440e+02,4.505527109152e+07,5.046310485854e+03,1.000000000000e+00
993,3.289028320312e+17,1.030059276787e-21,6.158350923170e+02,4.505529180487e+07,5.045296418341e+03,1.000000000000e+00
994,3.292338867188e+17,1.027980563782e-21,6.145923051842e+02,4.505531244507e+07,5.044260617204e+03,1.000000000000e+00
995,3.295649414062e+17,1.025912213325e-21,6.133557134426e+02,4.505533264041e+07,5.043193088360e+03,1.000000000000e+00
996,3.298959960938e+17,1.023853495022e-21,6.121248804174e+02,4.505535261337e+07,5.042101787662e+03,1.000000000000e+00
997,3.302270507812e+17,1.021803411702e-21,6.108992099347e+02,4.505537253592e+07,5.040990904017e+03,1.000000000000e+00
998,3.305581054688e+17,1.019762071136e-21,6.096787664282e+02,4.505539247410e+07,5.039855358945e+03,1.000000000000e+00
999,3.308891601562e+17,1.017728966864e-21,6.084632471030e+02,4.505541248327e+07,5.038689947348e+03,1.000000000000e+00
1000,3.312202148438e+17,1.015702622224e-21,6.072517691166e+02,4.505543263410e+07,5.037493479737e+03,1.000000000000e+00
1001,3.315512695312e+17,1.013679793322e-21,6.060423930626e+02,4.505545298429e+07,5.036275625467e+03,1.000000000000e+00
1002,3.318823242188e+17,1.011657346645e-21,6.048332455267e+02,4.505547355588e+07,5.035049745837e+03,1.000000000000e+00
1003,3.322133789062e+17,1.009634572099e-21,6.036239019703e+02,4.505549433031e+07,5.033825797576e+03,1.000000000000e+00
1004,3.325444335938e+17,1.007615922870e-21,6.024170247910e+02,4.505551527094e+07,5.032587693757e+03,1.000000000000e+00
1005,3.328754882812e+17,1.005605764321e-21,6.012152238820e+02,4.505553634687e+07,5.031312953977e+03,1.000000000000e+00
1006,3.332065429688e+17,1.003605045165e-21,6.000190664432e+02,4.505555757330e+07,5.029991996605e+03,1.000000000000e+00
1007,3.335375976562e+17,1.001612977375e-21,5.988280813429e+02,4.505557902228e+07,5.028623847692e+03,1.000000000000e+00
1008,3.338686523438e+17,9.996297866360e-22,5.976424035091e+02,4.505560010460e+07,5.027204252211e+03,1.000000000000e+00
1009,3.341997070312e+17,9.976561783658e-22,5.964624546860e+02,4.505562028842e+07,5.025725483541e+03,1.000000000000e+00
1010,3.345307617188e+17,9.956911434534e-22,5.952876315628e+02,4.505563960677e+07,5.024208834355e+03,1.000000000000e+00
1011,3.348618164062e+17,9.937308526137e-22,5.941156447486e+02,4.505565833165e+07,5.022691617395e+03,1.000000000000e+00
1012,3.351928710938e+17,9.917717302414e-22,5.929443565187e+02,4.505567677509e+07,5.021199218776e+03,1.000000000000e+00
1013,3.355239257812e+17,9.898112081035e-22,5.917722314197e+02,4.505569515655e+07,5.019746725347e+03,1.000000000000e+00
1014,3.358549804688e+17,9.878543662125e-22,5.906023066069e+02,4.505571356242e+07,5.018306315262e+03,1.000000000000e+00
1015,3.361860351562e+17,9.859021787221e-22,5.894351644914e+02,4.505573208108e+07,5.016866419033e+03,1.000000000000e+00
1016,3.365170898438e+17,9.839585253368e-22,5.882731246079e+02,4.505575083892e+07,5.015399163757e+03,1.000000000000e+00
1017,3.368481445312e+17,9.820185780184e-22,5.871133004474e+02,4.505576996551e+07,5.013920984768e+03,1.000000000000e+00
1018,3.371791992188e+17,9.800910945363e-22,5.859609279628e+02,4.505578956601e+07,5.012381064558e+03,1.000000000000e+00
1019,3.375102539062e+17,9.781715773618e-22,5.848133182446e+02,4.505580970502e+07,5.010797207317e+03,1.000000000000e+00
1020,3.378413085938e+17,9.762635916308e-22,5.836726027583e+02,4.505583040621e+07,5.009148347443e+03,1.000000000000e+00
1021,3.381723632812e+17,9.743578709309e-22,5.825332414521e+02,4.505585169906e+07,5.007480307502e+03,1.000000000000e+00
1022,3.385034179688e+17,9.724585739746e-22,5.813977206691e+02,4.505587354985e+07,5.005769056365e+03,1.000000000000e+00
1023,3.388344726562e+17,9.695875746300e-22,5.796812542616e+02,4.505590654178e+07,5.003124037798e+03,1.000000000000e+00
